,strain_full,strain_short,species,gc,accession,gc_percent,genome_components,chromosomes,total_seq_length,genes_nc,genes_coding,pseudogenes,total_genes
0,Escherichia coli B str. REL606,REL606,Escherichia coli,GCF_000017985.1,Escherichia coli B str. REL606,50.5,1,1,4629812,116,4190,178,4484
0,Escherichia coli BL21(DE3),BL21(DE3),Escherichia coli,GCF_000009565.1,Escherichia coli BL21(DE3),50.5,1,1,4558947,116,4129,186,4431
0,Escherichia coli CFT073,CFT073,Escherichia coli,GCF_000007445.1,Escherichia coli CFT073,50.0,1,1,5231428,114,4666,292,5072
0,Escherichia coli HS,HS,Escherichia coli,GCF_000017765.1,Escherichia coli HS,50.5,1,1,4643538,120,4202,158,4480
0,Escherichia coli O103:H2 str. 12009,12009,Escherichia coli,GCF_000010745.1,Escherichia coli O103:H2 str. 12009,50.5,2,2,5524860,128,5131,282,5541
0,Escherichia coli O111:H_ str. 11128,11128,Escherichia coli,GCF_000010765.1,Escherichia coli O111:H- str. 11128,50.0,6,6,5766081,146,5382,341,5869
0,Escherichia coli O139:H28 str. E24377A,E24377A,Escherichia coli,GCF_000017745.1,Escherichia coli O139:H28 str. E24377A,50.5,7,7,5249288,123,4776,261,5160
0,Escherichia coli O157:H7 str. Sakai,Sakai substr. RIMD 0509952,Escherichia coli,GCF_000008865.2,Escherichia coli O157:H7 str. Sakai,50.0,3,3,5594605,126,5155,136,5417
0,Escherichia coli SE11,SE11,Escherichia coli,GCF_000010385.1,Escherichia coli SE11,50.5,7,7,5155626,118,4801,160,5079
0,Escherichia coli SE15,SE15,Escherichia coli,GCF_000010485.1,Escherichia coli SE15,50.5,2,2,4839683,112,4410,145,4667
0,Escherichia coli str. K_12 substr. DH10B,K-12 substr. DH10B,Escherichia coli,GCF_000019425.1,Escherichia coli str. K-12 substr. DH10B,50.5,1,1,4686137,122,4248,201,4571
0,Escherichia coli str. K_12 substr. MG1655,K-12 substr. MG1655,Escherichia coli,GCF_000005845.2,Escherichia coli str. K-12 substr. MG1655,50.5,1,1,4641652,206,4288,145,4639
0,Escherichia coli str. K_12 substr. W3110,K-12 substr. W3110,Escherichia coli,GCF_000010245.2,Escherichia coli str. K-12 substr. W3110,50.5,1,1,4646332,121,4212,176,4509
0,Escherichia coli UTI89,UTI89,Escherichia coli,GCF_000013265.1,Escherichia coli UTI89,50.5,2,2,5179971,117,4752,177,5046
0,Fervidobacterium nodosum Rt17_B1,Rt17-B1,Fervidobacterium nodosum,GCF_000017545.1,Fervidobacterium nodosum Rt17-B1,34.5,1,1,1948941,58,1796,12,1866
0,Finegoldia magna ATCC 29328,ATCC 29328,Finegoldia magna,GCF_000010185.1,Finegoldia magna ATCC 29328,32.0,2,2,1986740,63,1829,15,1907
0,Flavobacterium johnsoniae UW101,UW101; ATCC 17061,Flavobacterium johnsoniae,GCF_000016645.1,Flavobacterium johnsoniae UW101,34.0,1,1,6096872,83,5140,25,5248
0,Francisella tularensis subsp. holarctica FTNF002_00,FTNF002-00,Francisella tularensis,GCF_000017785.1,Francisella tularensis subsp. holarctica FTNF002-00,32.0,1,1,1890909,52,1713,234,1999
0,Francisella tularensis subsp. holarctica LVS,LVS,Francisella tularensis,GCF_000009245.1,Francisella tularensis subsp. holarctica LVS,32.0,1,1,1895994,52,1725,229,2006
0,Francisella tularensis subsp. holarctica OSU18,OSU18,Francisella tularensis,GCF_000011405.1,Francisella tularensis subsp. holarctica OSU18,32.0,1,1,1895727,52,1696,259,2007
0,Francisella tularensis subsp. holarctica OSU18,OSU18,Francisella tularensis,GCF_000014605.1,Francisella tularensis subsp. holarctica OSU18,32.0,1,1,1895727,52,1662,268,1982
0,Francisella tularensis subsp. novicida U112,U112,Francisella tularensis,GCF_000014645.1,Francisella tularensis subsp. novicida U112,32.0,1,1,1910031,52,1770,19,1841
0,Francisella tularensis subsp. tularensis FSC198,FSC 198,Francisella tularensis,GCF_000009325.1,Francisella tularensis subsp. tularensis FSC198,32.0,1,1,1892616,52,1794,118,1964
0,Francisella tularensis subsp. tularensis SCHU S4,SCHU S4,Francisella tularensis,GCF_000008985.1,Francisella tularensis subsp. tularensis SCHU S4,32.0,1,1,1892775,52,1795,118,1965
0,Francisella tularensis subsp. tularensis WY96_3418,WY96-3418,Francisella tularensis,GCF_000016105.1,Francisella tularensis subsp. tularensis WY96-3418,32.0,1,1,1898476,52,1797,115,1964
0,Frankia casuarinae,CcI3,Frankia casuarinae,GCF_000013345.1,Frankia casuarinae,70.0,1,1,5433628,53,4501,186,4740
0,Gemmatimonas aurantiaca T_27,T-27,Gemmatimonas aurantiaca,GCF_000010305.1,Gemmatimonas aurantiaca T-27,64.0,1,1,4636964,55,3936,7,3998
0,Geobacillus kaustophilus HTA426,HTA426,Geobacillus kaustophilus,GCF_000009785.1,Geobacillus kaustophilus HTA426,51.5,2,2,3592666,119,3388,143,3650
0,Geobacillus thermodenitrificans NG80_2,NG80-2,Geobacillus thermodenitrificans,GCF_000015745.1,Geobacillus thermodenitrificans NG80-2,48.5,2,2,3608012,123,3460,82,3665
0,Geobacter metallireducens GS_15,GS-15,Geobacter metallireducens,GCF_000012925.1,Geobacter metallireducens GS-15,59.0,2,2,4011182,60,3575,38,3673
0,Geobacter sulfurreducens PCA,PCA,Geobacter sulfurreducens,GCF_000007985.2,Geobacter sulfurreducens PCA,60.5,1,1,3814128,58,3405,21,3484
0,Geotalea uraniireducens Rf4,Rf4,Geotalea uraniireducens,GCF_000016745.1,Geotalea uraniireducens Rf4,54.0,1,1,5136364,61,4470,46,4577
0,Gloeobacter violaceus PCC 7421,PCC 7421,Gloeobacter violaceus,GCF_000011385.1,Gloeobacter violaceus PCC 7421,61.5,1,1,4659019,51,4491,28,4570
0,Gluconobacter oxydans 621H,621H,Gluconobacter oxydans,GCF_000011685.1,Gluconobacter oxydans 621H,60.5,6,6,2922384,72,2699,77,2848
0,Granulibacter bethesdensis CGDNIH1,CGDNIH1,Granulibacter bethesdensis,GCF_000014285.2,Granulibacter bethesdensis CGDNIH1,59.0,1,1,2708434,65,2381,18,2464
0,Haemophilus influenzae 86_028NP,86-028NP,Haemophilus influenzae,GCF_000012185.1,Haemophilus influenzae 86-028NP,38.0,1,1,1914490,81,1798,44,1923
0,Hahella chejuensis KCTC 2396,KCTC 2396,Hahella chejuensis,GCF_000012985.1,Hahella chejuensis KCTC 2396,53.5,1,1,7215267,86,6259,57,6402
0,Halalkalibacterium halodurans C_125,C-125,Halalkalibacterium halodurans,GCF_000011145.1,Halalkalibacterium halodurans C-125,43.5,1,1,4202352,108,3954,101,4163
0,Halorhodospira halophila SL1,SL1,Halorhodospira halophila,GCF_000015585.1,Halorhodospira halophila SL1,67.5,1,1,2678452,56,2429,33,2518
0,Helicobacter acinonychis str. Sheeba,Sheeba,Helicobacter acinonychis,GCF_000009305.1,Helicobacter acinonychis str. Sheeba,38.0,2,2,1557588,45,1397,116,1558
0,Helicobacter hepaticus ATCC 51449,ATCC 51449,Helicobacter hepaticus,GCF_000007905.1,Helicobacter hepaticus ATCC 51449,35.5,1,1,1799146,43,1799,8,1850
0,Helicobacter pylori 51,51,Helicobacter pylori,GCF_000011725.1,Helicobacter pylori 51,38.5,1,1,1589954,45,1409,78,1532
0,Helicobacter pylori HPAG1,HPAG1,Helicobacter pylori,GCF_000013245.1,Helicobacter pylori HPAG1,39.0,2,2,1605736,45,1406,80,1531
0,Helicobacter pylori J99,J99,Helicobacter pylori,GCF_000008785.1,Helicobacter pylori J99,39.0,1,1,1643831,45,1448,60,1553
0,Heliomicrobium modesticaldum Ice1,Ice1; ATCC 51547,Heliomicrobium modesticaldum,GCF_000019165.1,Heliomicrobium modesticaldum Ice1,56.5,1,1,3075407,143,2686,48,2877
0,Histophilus somni 2336,2336,Histophilus somni,GCF_000019405.1,Histophilus somni 2336,37.0,1,1,2263857,68,2014,47,2129
0,Hydrogenobacter thermophilus TK_6,TK-6,Hydrogenobacter thermophilus,GCF_000010785.1,Hydrogenobacter thermophilus TK-6,44.0,1,1,1743135,49,1909,4,1962
0,Hyphomonas neptunium ATCC 15444,ATCC 15444,Hyphomonas neptunium,GCF_000013025.1,Hyphomonas neptunium ATCC 15444,61.5,1,1,3705021,49,3482,20,3551
0,Idiomarina loihiensis L2TR,L2TR,Idiomarina loihiensis,GCF_000008465.1,Idiomarina loihiensis L2TR,47.0,1,1,2839318,72,2636,12,2720
0,Jannaschia sp. CCS1,CCS1,Jannaschia sp. CCS1,GCF_000013565.1,Jannaschia sp. CCS1,62.0,2,2,4404049,48,4305,33,4386
0,Janthinobacterium sp. Marseille,Marseille,Janthinobacterium sp. Marseille,GCF_000013625.1,Janthinobacterium sp. Marseille,54.0,1,1,4110251,57,3792,26,3875
0,Kineococcus radiotolerans SRS30216 = ATCC BAA_149,SRS30216,Kineococcus radiotolerans,GCF_000017305.1,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,74.0,3,3,4956672,64,4619,102,4785
0,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,ATCC 700721; MGH 78578,Klebsiella pneumoniae,GCF_000016305.1,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,57.0,6,6,5694894,123,5299,161,5583
0,Klebsiella pneumoniae subsp. pneumoniae NTUH_K2044,NTUH-K2044,Klebsiella pneumoniae,GCF_000009885.1,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,57.0,2,2,5472672,123,5029,141,5293
0,Kocuria rhizophila DC2201,DC2201,Kocuria rhizophila,GCF_000010285.1,Kocuria rhizophila DC2201,71.0,1,1,2697540,59,2283,34,2376
0,Lachnoclostridium phytofermentans ISDg,ISDg,Lachnoclostridium phytofermentans,GCF_000018685.1,Lachnoclostridium phytofermentans ISDg,35.0,1,1,4847594,89,3976,47,4112
0,Lacticaseibacillus paracasei,Zhang,Lacticaseibacillus paracasei,GCF_000019245.4,Lacticaseibacillus paracasei,46.0,2,2,2898456,78,2641,34,2753
0,Lacticaseibacillus paracasei ATCC 334,ATCC 334,Lacticaseibacillus paracasei,GCF_000014525.1,Lacticaseibacillus paracasei ATCC 334,46.5,2,2,2924325,77,2635,136,2848
0,Lacticaseibacillus rhamnosus GG,ATCC 53103,Lacticaseibacillus rhamnosus,GCF_000011045.1,Lacticaseibacillus rhamnosus GG,46.5,1,1,3005051,77,2681,45,2803
0,Lactobacillus acidophilus NCFM,NCFM,Lactobacillus acidophilus,GCF_000011985.1,Lactobacillus acidophilus NCFM,34.5,1,1,1993560,76,1772,75,1923
0,Lactobacillus gasseri ATCC 33323 = JCM 1131,ATCC 33323,Lactobacillus gasseri,GCF_000014425.1,Lactobacillus gasseri ATCC 33323 = JCM 1131,35.0,1,1,1894360,96,1746,38,1880
0,Lactobacillus helveticus DPC 4571,DPC 4571,Lactobacillus helveticus,GCF_000015385.1,Lactobacillus helveticus DPC 4571,37.0,1,1,2080931,76,1793,277,2146
0,Lactobacillus johnsonii NCC 533,NCC 533,Lactobacillus johnsonii,GCF_000008065.1,Lactobacillus johnsonii NCC 533,34.5,1,1,1992676,99,1784,44,1927
0,Lactococcus cremoris subsp. cremoris MG1363,MG1363,Lactococcus cremoris,GCF_000009425.1,Lactococcus cremoris subsp. cremoris MG1363,35.5,1,1,2529478,86,2395,106,2587
0,Lactococcus cremoris subsp. cremoris SK11,SK11,Lactococcus cremoris,GCF_000014545.1,Lactococcus cremoris subsp. cremoris SK11,35.5,6,6,2598348,84,2466,139,2689
0,Lactococcus lactis subsp. lactis Il1403,IL1403,Lactococcus lactis,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403,35.0,1,1,2365589,86,2275,53,2414
0,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Philadelphia 1,Legionella pneumophila,GCF_000008485.1,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,38.0,1,1,3397754,57,2972,22,3051
0,Leifsonia xyli subsp. xyli str. CTCB07,CTCB07,Leifsonia xyli,GCF_000007665.1,Leifsonia xyli subsp. xyli str. CTCB07,67.5,1,1,2584158,51,2359,248,2658
0,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',Patoc 1 (Ames),Leptospira biflexa,GCF_000017605.1,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',38.5,3,3,3956089,43,3660,24,3727
0,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',Patoc 1 (Paris),Leptospira biflexa,GCF_000017685.1,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',38.5,3,3,3951448,43,3657,17,3717
0,Leptospira interrogans serovar Copenhageni str. Fiocruz L1_130,Fiocruz L1-130,Leptospira interrogans,GCF_000007685.1,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,35.0,2,2,4627366,44,3608,97,3749
0,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,ATCC 8293,Leuconostoc mesenteroides,GCF_000014445.1,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,37.5,2,2,2075763,85,1983,26,2094
0,Levilactobacillus brevis ATCC 367,ATCC 367,Levilactobacillus brevis,GCF_000014465.1,Levilactobacillus brevis ATCC 367,46.0,3,3,2340228,82,2211,41,2334
0,Ligilactobacillus salivarius UCC118,UCC118,Ligilactobacillus salivarius,GCF_000008925.1,Ligilactobacillus salivarius UCC118,33.0,4,4,2133977,101,2014,62,2177
0,Limosilactobacillus fermentum IFO 3956,IFO 3956,Limosilactobacillus fermentum,GCF_000010145.1,Limosilactobacillus fermentum IFO 3956,51.0,1,1,2098685,76,1968,126,2170
0,Limosilactobacillus reuteri subsp. reuteri,DSM 20016,Limosilactobacillus reuteri,GCF_000016825.1,Limosilactobacillus reuteri subsp. reuteri,38.5,1,1,1999618,89,1915,51,2055
0,Limosilactobacillus reuteri subsp. reuteri JCM 1112,JCM 1112,Limosilactobacillus reuteri,GCF_000010005.1,Limosilactobacillus reuteri subsp. reuteri JCM 1112,38.5,1,1,2039414,86,1943,60,2089
0,Listeria monocytogenes serotype 4b str. F2365,4b F2365,Listeria monocytogenes,GCF_000008285.1,Listeria monocytogenes serotype 4b str. F2365,38.0,1,1,2905187,89,2776,30,2895
0,Lysinibacillus sphaericus C3_41,C3-41,Lysinibacillus sphaericus,GCF_000017965.1,Lysinibacillus sphaericus C3-41,37.0,2,2,4817463,121,4402,274,4797
0,Macrococcus caseolyticus JCSC5402,JCSC5402,Macrococcus caseolyticus,GCF_000010585.1,Macrococcus caseolyticus JCSC5402,36.5,9,9,2219737,67,2275,44,2386
0,Magnetococcus marinus MC_1,MC-1,Magnetococcus marinus,GCF_000014865.1,Magnetococcus marinus MC-1,54.0,1,1,4719581,60,3735,54,3849
0,Magnetospirillum magneticum AMB_1,AMB-1,Magnetospirillum magneticum,GCF_000009985.1,Magnetospirillum magneticum AMB-1,65.0,1,1,4967148,60,4625,64,4749
0,Malacoplasma penetrans HF_2,HF-2,Malacoplasma penetrans,GCF_000011225.1,Malacoplasma penetrans HF-2,25.5,1,1,1358633,36,1027,9,1072
0,Maricaulis maris MCS10,MCS10,Maricaulis maris,GCF_000014745.1,Maricaulis maris MCS10,62.5,1,1,3368780,55,3097,20,3172
0,Marinobacter nauticus VT8,VT8,Marinobacter nauticus,GCF_000015365.1,Marinobacter nauticus VT8,56.5,3,3,4779762,64,4329,59,4452
0,Mesomycoplasma hyopneumoniae 232,232,Mesomycoplasma hyopneumoniae,GCF_000008405.1,Mesomycoplasma hyopneumoniae 232,28.5,1,1,892758,36,677,7,720
0,Mesomycoplasma hyopneumoniae 7448,7448,Mesomycoplasma hyopneumoniae,GCF_000008225.1,Mesomycoplasma hyopneumoniae 7448,28.0,1,1,920079,36,692,9,737
0,Mesomycoplasma hyopneumoniae J,J,Mesomycoplasma hyopneumoniae,GCF_000008205.1,Mesomycoplasma hyopneumoniae J,28.5,1,1,897405,36,678,9,723
0,Mesomycoplasma mobile 163K,163K,Mesomycoplasma mobile,GCF_000008365.1,Mesomycoplasma mobile 163K,24.5,1,1,777079,34,653,7,694
0,Mesoplasma florum L1,L1; ATCC 33453,Mesoplasma florum,GCF_000008305.1,Mesoplasma florum L1,27.0,1,1,793224,38,679,7,724
0,Mesorhizobium japonicum MAFF 303099,MAFF 303099,Mesorhizobium japonicum,GCF_000009625.1,Mesorhizobium japonicum MAFF 303099,62.5,3,3,7596297,62,7121,256,7439
0,Methylibium petroleiphilum PM1,PM1,Methylibium petroleiphilum,GCF_000015725.1,Methylibium petroleiphilum PM1,68.5,2,2,4643639,75,4452,79,4606
0,Methylobacillus flagellatus KT,KT,Methylobacillus flagellatus,GCF_000013705.1,Methylobacillus flagellatus KT,55.5,1,1,2971517,55,2790,30,2875
0,Methylobacterium sp. 4_46,Apr-46,Methylobacterium sp. 4_46,GCF_000019365.1,Methylobacterium sp. 4-46,71.5,3,3,7737025,85,6713,259,7057
0,Methylococcus capsulatus str. Bath,Bath,Methylococcus capsulatus,GCF_000008325.1,Methylococcus capsulatus str. Bath,63.5,1,1,3304561,56,2993,43,3092
0,Methylorubrum extorquens PA1,PA1,Methylorubrum extorquens,GCF_000018845.1,Methylorubrum extorquens PA1,68.0,1,1,5471154,77,4874,127,5078
0,Microcystis aeruginosa NIES_843,NIES-843,Microcystis aeruginosa,GCF_000010625.1,Microcystis aeruginosa NIES-843,42.0,1,1,5842795,52,5305,426,5783
0,Mycobacterium avium 104,104,Mycobacterium avium,GCF_000014985.1,Mycobacterium avium 104,68.5,1,1,5475491,52,4916,241,5209
0,Mycobacterium avium subsp. paratuberculosis K_10,K-10,Mycobacterium avium,GCF_000007865.1,Mycobacterium avium subsp. paratuberculosis K-10,69.0,1,1,4829781,53,4293,215,4561
0,Mycobacterium marinum M,M,Mycobacterium marinum,GCF_000018345.1,Mycobacterium marinum M,65.5,2,2,6660144,52,5392,145,5589
0,Mycobacterium tuberculosis CDC1551,CDC1551,Mycobacterium tuberculosis,GCF_000008585.1,Mycobacterium tuberculosis CDC1551,65.5,1,1,4403837,51,3861,235,4147
0,Mycobacterium tuberculosis F11,F11,Mycobacterium tuberculosis,GCF_000016925.1,Mycobacterium tuberculosis F11,65.5,1,1,4424435,51,3924,176,4151
0,Mycobacterium tuberculosis H37Ra,H37Ra; ATCC 25177,Mycobacterium tuberculosis,GCF_000016145.1,Mycobacterium tuberculosis H37Ra,65.5,1,1,4419977,51,3941,164,4156
0,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,BCG Pasteur 1173P2,Mycobacterium tuberculosis,GCF_000009445.1,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,65.5,1,1,4374522,53,3816,229,4098
0,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172,Tokyo 172,Mycobacterium tuberculosis,GCF_000010685.1,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172,65.5,1,1,4371711,51,3820,227,4098
0,Mycobacterium ulcerans Agy99,Agy99,Mycobacterium ulcerans,GCF_000013925.1,Mycobacterium ulcerans Agy99,65.0,2,2,5805761,51,4260,923,5234
0,Mycolicibacterium smegmatis MC2 155,MC2 155,Mycolicibacterium smegmatis,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,67.0,1,1,6988209,56,6491,170,6717
0,Mycolicibacterium vanbaalenii PYR_1,PYR-1,Mycolicibacterium vanbaalenii,GCF_000015305.1,Mycolicibacterium vanbaalenii PYR-1,67.5,1,1,6491865,57,6027,130,6214
0,Mycoplasma capricolum subsp. capricolum ATCC 27343,ATCC 27343,Mycoplasma capricolum,GCF_000012765.1,Mycoplasma capricolum subsp. capricolum ATCC 27343,23.5,1,1,1010023,39,834,8,881
0,Mycoplasma mycoides subsp. mycoides SC str. PG1,PG1,Mycoplasma mycoides,GCF_000011445.1,Mycoplasma mycoides subsp. mycoides SC str. PG1,23.5,1,1,1211703,39,1001,85,1125
0,Mycoplasmopsis synoviae 53,53,Mycoplasmopsis synoviae,GCF_000008245.1,Mycoplasmopsis synoviae 53,28.0,1,1,799476,44,668,20,732
0,Myxococcus xanthus DK 1622,DK 1622,Myxococcus xanthus,GCF_000012685.1,Myxococcus xanthus DK 1622,68.5,1,1,9139763,82,7199,83,7364
0,Neisseria gonorrhoeae FA 1090,FA 1090,Neisseria gonorrhoeae,GCF_000006845.1,Neisseria gonorrhoeae FA 1090,52.5,1,1,2153922,71,1940,232,2243
0,Neisseria meningitidis 053442,53442,Neisseria meningitidis,GCF_000014105.1,Neisseria meningitidis 053442,51.5,1,1,2153416,75,1934,138,2147
0,Neisseria meningitidis FAM18,FAM18,Neisseria meningitidis,GCF_000009465.1,Neisseria meningitidis FAM18,51.5,1,1,2194961,75,1996,115,2186
0,Neisseria meningitidis MC58,MC58,Neisseria meningitidis,GCF_000008805.1,Neisseria meningitidis MC58,51.5,1,1,2272360,75,2029,148,2252
0,Neisseria meningitidis Z2491,Z2491,Neisseria meningitidis,GCF_000009105.1,Neisseria meningitidis Z2491,51.5,1,1,2184406,74,1991,130,2195
0,Neorickettsia sennetsu str. Miyayama,Miyayama,Neorickettsia sennetsu,GCF_000013165.1,Neorickettsia sennetsu str. Miyayama,41.0,1,1,859006,39,752,4,795
0,Nitratiruptor sp. SB155_2,SB155-2,Nitratiruptor sp. SB155_2,GCF_000010325.1,Nitratiruptor sp. SB155-2,39.5,1,1,1877931,57,1923,13,1993
0,Nitrobacter hamburgensis X14,X14,Nitrobacter hamburgensis,GCF_000013885.1,Nitrobacter hamburgensis X14,61.5,4,4,5011522,59,4457,361,4877
0,Nitrobacter winogradskyi Nb_255,Nb-255,Nitrobacter winogradskyi,GCF_000012725.1,Nitrobacter winogradskyi Nb-255,62.0,1,1,3402093,56,3047,91,3194
0,Nitrosococcus oceani ATCC 19707,ATCC 19707; JCM30415 (Type strain),Nitrosococcus oceani,GCF_000012805.1,Nitrosococcus oceani ATCC 19707,50.0,2,2,3522111,55,3215,53,3323
0,Nitrosomonas europaea ATCC 19718,ATCC 19718,Nitrosomonas europaea,GCF_000009145.1,Nitrosomonas europaea ATCC 19718,50.5,1,1,2812094,48,2541,71,2660
0,Nitrosomonas eutropha C91,C91,Nitrosomonas eutropha,GCF_000014765.1,Nitrosomonas eutropha C91,48.5,3,3,2781824,48,2567,120,2735
0,Nocardia farcinica IFM 10152,IFM 10152,Nocardia farcinica,GCF_000009805.1,Nocardia farcinica IFM 10152,70.5,3,3,6292344,66,5938,46,6050
0,Nocardioides sp. JS614,JS614,Nocardioides sp. JS614,GCF_000015265.1,Nocardioides sp. JS614,71.0,2,2,5293685,54,5019,59,5132
0,Nostoc sp. PCC 7120 = FACHB_418,PCC 7120,Nostoc sp. PCC 7120 = FACHB_418,GCF_000009705.1,Nostoc sp. PCC 7120 = FACHB-418,41.0,7,7,7211789,86,5928,145,6159
0,Novosphingobium aromaticivorans DSM 12444,DSM 12444,Novosphingobium aromaticivorans,GCF_000013325.1,Novosphingobium aromaticivorans DSM 12444,65.0,3,3,4233314,68,3992,26,4086
0,Oceanobacillus iheyensis HTE831,HTE831,Oceanobacillus iheyensis,GCF_000011245.1,Oceanobacillus iheyensis HTE831,35.5,1,1,3630528,97,3488,36,3621
0,Oenococcus oeni PSU_1,PSU-1,Oenococcus oeni,GCF_000014385.1,Oenococcus oeni PSU-1,37.5,1,1,1780517,55,1726,71,1852
0,Oleidesulfovibrio alaskensis G20,G20,Oleidesulfovibrio alaskensis,GCF_000012665.1,Oleidesulfovibrio alaskensis G20,57.5,1,1,3730232,83,3252,45,3380
0,Orientia tsutsugamushi str. Ikeda,Ikeda,Orientia tsutsugamushi,GCF_000010205.1,Orientia tsutsugamushi str. Ikeda,30.5,1,1,2008987,40,1668,423,2131
0,Paenarthrobacter aurescens TC1,TC1; ATCC BAA-1386,Paenarthrobacter aurescens,GCF_000014925.1,Paenarthrobacter aurescens TC1,62.0,3,3,5226648,78,4678,72,4828
0,Parabacteroides distasonis ATCC 8503,ATCC 8503,Parabacteroides distasonis,GCF_000012845.1,Parabacteroides distasonis ATCC 8503,45.0,1,1,4811379,105,3867,45,4017
0,Paraburkholderia xenovorans LB400,LB400,Paraburkholderia xenovorans,GCF_000013645.1,Paraburkholderia xenovorans LB400,62.5,3,3,9731138,87,8447,282,8816
0,Parvibaculum lavamentivorans DS_1,DS-1,Parvibaculum lavamentivorans,GCF_000017565.1,Parvibaculum lavamentivorans DS-1,62.0,1,1,3914745,52,3648,29,3729
0,Pasteurella multocida subsp. multocida str. Pm70,Pm70,Pasteurella multocida,GCF_000006825.1,Pasteurella multocida subsp. multocida str. Pm70,40.0,1,1,2257487,80,2023,4,2107
0,Pectobacterium atrosepticum SCRI1043,SCRI1043,Pectobacterium atrosepticum,GCF_000011605.1,Pectobacterium atrosepticum SCRI1043,50.5,1,1,5064019,108,4390,68,4566
0,Pediococcus pentosaceus ATCC 25745,ATCC 25745,Pediococcus pentosaceus,GCF_000014505.1,Pediococcus pentosaceus ATCC 25745,37.0,1,1,1832387,73,1728,14,1815
0,Pelobacter propionicus DSM 2379,DSM 2379,Pelobacter propionicus,GCF_000015045.1,Pelobacter propionicus DSM 2379,58.0,3,3,4241119,69,3833,25,3927
0,Pelodictyon luteolum DSM 273,DSM 273,Pelodictyon luteolum,GCF_000012485.1,Pelodictyon luteolum DSM 273,57.0,1,1,2364842,57,2146,21,2224
0,Petrotoga mobilis SJ95,SJ95,Petrotoga mobilis,GCF_000018605.1,Petrotoga mobilis SJ95,34.0,1,1,2169548,57,1986,8,2051
