"","gcf","ar_count"
"932","GCF_000204275.1",8
"933","GCF_000204295.1",9
"934","GCF_000204625.1",3
"935","GCF_000204645.1",8
"936","GCF_000204665.1",22
"937","GCF_000204985.1",1
"938","GCF_000208405.1",0
"939","GCF_000209655.1",1
"940","GCF_000209675.1",3
"941","GCF_000209755.1",8
"942","GCF_000209795.2",17
"943","GCF_000210155.1",0
"944","GCF_000210315.1",23
"945","GCF_000210415.1",6
"946","GCF_000210435.1",9
"947","GCF_000210455.1",8
"948","GCF_000210475.1",30
"949","GCF_000210495.1",2
"950","GCF_000210815.2",8
"951","GCF_000210835.1",2
"952","GCF_000210855.2",28
"953","GCF_000210875.1",7
"954","GCF_000210895.1",4
"955","GCF_000210935.1",8
"956","GCF_000210955.1",8
"957","GCF_000210975.1",8
"958","GCF_000210995.1",8
"959","GCF_000211015.1",8
"960","GCF_000211035.1",8
"961","GCF_000211055.1",8
"962","GCF_000211075.1",8
"963","GCF_000211235.1",6
"964","GCF_000211255.2",10
"965","GCF_000211375.1",1
"966","GCF_000211545.4",1
"967","GCF_000212675.2",0
"968","GCF_000212695.1",1
"969","GCF_000212715.2",33
"970","GCF_000212735.1",0
"971","GCF_000212755.2",3
"972","GCF_000212975.1",9
"973","GCF_000213135.1",10
"974","GCF_000213155.1",2
"975","GCF_000213235.1",1
"976","GCF_000213635.1",28
"977","GCF_000213805.1",7
"978","GCF_000213865.1",2
"979","GCF_000213955.1",2
"980","GCF_000214095.2",0
"981","GCF_000214155.1",8
"982","GCF_000214175.1",4
"983","GCF_000214195.1",15
"984","GCF_000214215.1",0
"985","GCF_000214235.1",15
"986","GCF_000214395.1",3
"987","GCF_000214665.1",0
"988","GCF_000214805.1",15
"989","GCF_000214825.1",0
"990","GCF_000214845.1",1
"991","GCF_000215085.1",1
"992","GCF_000215105.1",0
"993","GCF_000215325.1",9
"994","GCF_000215345.2",1
"995","GCF_000215645.1",0
"996","GCF_000215665.1",0
"997","GCF_000215705.1",3
"998","GCF_000215745.1",24
"999","GCF_000215895.1",4
"1000","GCF_000217615.1",2
"1001","GCF_000217655.1",1
"1002","GCF_000217675.1",5
"1003","GCF_000217835.1",2
"1004","GCF_000218265.1",3
"1005","GCF_000218305.1",8
"1006","GCF_000218545.1",0
"1007","GCF_000218565.1",0
"1008","GCF_000218585.1",0
"1009","GCF_000218855.1",2
"1010","GCF_000218895.1",0
"1011","GCF_000218915.1",2
"1012","GCF_000219045.1",1
"1013","GCF_000219085.2",10
"1014","GCF_000219105.1",2
"1015","GCF_000219215.1",9
"1016","GCF_000219455.1",2
"1017","GCF_000219515.2",33
"1018","GCF_000219535.2",3
"1019","GCF_000219605.1",9
"1020","GCF_000219705.1",12
"1021","GCF_000219765.1",1
"1022","GCF_000219805.1",1
"1023","GCF_000219915.2",0
"1024","GCF_000220105.1",2
"1025","GCF_000220135.1",2
"1026","GCF_000220485.1",26
"1027","GCF_000220705.2",5
"1028","GCF_000220885.1",3
"1029","GCF_000220945.1",3
"1030","GCF_000221005.1",2
"1031","GCF_000221025.1",0
"1032","GCF_000221045.1",2
"1033","GCF_000221625.1",0
"1034","GCF_000221645.1",8
"1035","GCF_000221965.1",3
"1036","GCF_000221985.1",10
"1037","GCF_000222975.1",9
"1038","GCF_000223195.1",2
"1039","GCF_000223215.1",1
"1040","GCF_000223375.1",0
"1041","GCF_000223885.1",7
"1042","GCF_000224005.2",1
"1043","GCF_000224435.1",15
"1044","GCF_000224535.1",10
"1045","GCF_000224555.1",10
"1046","GCF_000224575.1",10
"1047","GCF_000224675.1",27
"1048","GCF_000224745.1",0
"1049","GCF_000224965.2",3
"1050","GCF_000225265.1",2
"1051","GCF_000225345.1",2
"1052","GCF_000225915.1",3
"1053","GCF_000225955.1",0
"1054","GCF_000226035.2",12
"1055","GCF_000226155.1",19
"1056","GCF_000226275.2",14
"1057","GCF_000226315.1",0
"1058","GCF_000226605.1",1
"1059","GCF_000227175.1",0
"1060","GCF_000227465.1",17
"1061","GCF_000227485.1",18
"1062","GCF_000227605.3",0
"1063","GCF_000227625.1",30
"1064","GCF_000227645.1",2
"1065","GCF_000227685.2",1
"1066","GCF_000227705.2",0
"1067","GCF_000227745.2",0
"1068","GCF_000230275.1",2
"1069","GCF_000230295.1",4
"1070","GCF_000230555.1",0
"1071","GCF_000230695.2",4
"1072","GCF_000230895.2",8
"1073","GCF_000230995.2",0
"1074","GCF_000231215.1",2
"1075","GCF_000231385.2",2
"1076","GCF_000231865.1",4
"1077","GCF_000231885.1",4
"1078","GCF_000231905.1",5
"1079","GCF_000231925.1",3
"1080","GCF_000233575.1",3
"1081","GCF_000233595.1",12
"1082","GCF_000233715.2",1
"1083","GCF_000233875.1",29
"1084","GCF_000233895.1",29
"1085","GCF_000233915.3",5
"1086","GCF_000234725.1",14
"1087","GCF_000234745.1",6
"1088","GCF_000235585.1",2
"1089","GCF_000235605.1",1
"1090","GCF_000235765.1",25
"1091","GCF_000236215.2",10
"1092","GCF_000236255.1",2
"1093","GCF_000236475.1",1
"1094","GCF_000236585.1",1
"1095","GCF_000236605.1",3
"1096","GCF_000236665.1",3
"1097","GCF_000236705.1",1
"1098","GCF_000236925.1",21
"1099","GCF_000237065.1",9
"1100","GCF_000237085.1",1
"1101","GCF_000237125.2",23
"1102","GCF_000237145.1",0
"1103","GCF_000237265.1",23
"1104","GCF_000237305.1",7
"1105","GCF_000237325.1",3
"1106","GCF_000238175.1",2
"1107","GCF_000238195.1",2
"1108","GCF_000238215.1",1
"1109","GCF_000238255.3",0
"1110","GCF_000238455.2",29
"1111","GCF_000239175.1",7
"1112","GCF_000239195.1",8
"1113","GCF_000239235.1",23
"1114","GCF_000239475.1",1
"1115","GCF_000239975.1",24
"1116","GCF_000240015.1",2
"1117","GCF_000240035.1",2
"1118","GCF_000240055.1",2
"1119","GCF_000240095.2",1
"1120","GCF_000240165.1",7
"1121","GCF_000240185.1",32
"1122","GCF_000240325.1",28
"1123","GCF_000240905.2",30
"1124","GCF_000241385.1",5
"1125","GCF_000241585.2",1
"1126","GCF_000241855.1",0
"1127","GCF_000241875.1",0
"1128","GCF_000241895.1",0
"1129","GCF_000241915.1",0
"1130","GCF_000241935.1",3
"1131","GCF_000242255.2",2
"1132","GCF_000242455.2",0
"1133","GCF_000242775.1",0
"1134","GCF_000242855.2",8
"1135","GCF_000242895.2",2
"1136","GCF_000243075.1",2
"1137","GCF_000243135.2",1
"1138","GCF_000243155.2",2
"1139","GCF_000244875.1",1
"1140","GCF_000245355.1",8
"1141","GCF_000245495.1",23
"1142","GCF_000245515.1",29
"1143","GCF_000245535.1",27
"1144","GCF_000246835.1",3
"1145","GCF_000247715.1",3
"1146","GCF_000248095.2",1
"1147","GCF_000248375.2",0
"1148","GCF_000248415.2",1
"1149","GCF_000248435.2",1
"1150","GCF_000250655.1",2
"1151","GCF_000250675.2",8
"1152","GCF_000250855.1",10
"1153","GCF_000250905.1",4
"1154","GCF_000250925.1",4
"1155","GCF_000251085.2",10
"1156","GCF_000252445.1",1
"1157","GCF_000252855.1",1
"1158","GCF_000252875.1",28
"1159","GCF_000252975.1",7
"1160","GCF_000252995.1",27
"1161","GCF_000253015.1",1
"1162","GCF_000253135.1",23
"1163","GCF_000253155.1",9
"1164","GCF_000253175.1",10
"1165","GCF_000253195.1",6
"1166","GCF_000253215.1",10
"1167","GCF_000253255.1",1
"1168","GCF_000253295.1",0
"1169","GCF_000253315.1",2
"1170","GCF_000253335.1",1
"1171","GCF_000253355.1",15
"1172","GCF_000253375.1",15
"1173","GCF_000255115.2",0
"1174","GCF_000255155.1",0
"1175","GCF_000255175.1",0
"1176","GCF_000255195.1",0
"1177","GCF_000255215.1",0
"1178","GCF_000255235.1",0
"1179","GCF_000255255.1",0
"1180","GCF_000255275.1",0
"1181","GCF_000255295.1",1
"1182","GCF_000255535.1",10
"1183","GCF_000255915.1",3
"1184","GCF_000255935.1",0
"1185","GCF_000255955.1",10
"1186","GCF_000257545.3",11
"1187","GCF_000258025.1",29
"1188","GCF_000258145.1",29
"1189","GCF_000258245.1",1
"1190","GCF_000258365.1",28
"1191","GCF_000258385.1",0
"1192","GCF_000258405.1",0
"1193","GCF_000258535.2",1
"1194","GCF_000258885.1",9
"1195","GCF_000258905.1",8
"1196","GCF_000259155.4",0
"1197","GCF_000259175.1",10
"1198","GCF_000259235.1",10
"1199","GCF_000259255.1",8
"1200","GCF_000259275.1",7
"1201","GCF_000259365.1",17
"1202","GCF_000259545.1",2
"1203","GCF_000260515.1",7
"1204","GCF_000260715.1",2
"1205","GCF_000260925.1",11
"1206","GCF_000260985.4",0
"1207","GCF_000261025.1",0
"1208","GCF_000261045.2",15
"1209","GCF_000261345.2",7
"1210","GCF_000262125.1",30
"1211","GCF_000262145.1",3
"1212","GCF_000262165.1",11
"1213","GCF_000262205.1",1
"1214","GCF_000262305.1",22
"1215","GCF_000262325.2",10
"1216","GCF_000262385.1",8
"1217","GCF_000262695.1",8
"1218","GCF_000263215.1",23
"1219","GCF_000263755.5",0
"1220","GCF_000263795.2",5
"1221","GCF_000264455.2",3
"1222","GCF_000264665.3",10
"1223","GCF_000264765.2",15
"1224","GCF_000264945.2",1
"1225","GCF_000265095.1",2
"1226","GCF_000265365.1",1
"1227","GCF_000265425.1",0
"1228","GCF_000265465.1",1
"1229","GCF_000265545.3",0
"1230","GCF_000266905.1",8
"1231","GCF_000267545.1",7
"1232","GCF_000269925.1",2
"1233","GCF_000269945.1",2
"1234","GCF_000269965.1",2
"1235","GCF_000269985.1",3
"1236","GCF_000270005.1",10
"1237","GCF_000270025.1",10
"1238","GCF_000270045.1",10
"1239","GCF_000270065.1",10
"1240","GCF_000270105.1",29
"1241","GCF_000270125.2",12
"1242","GCF_000270145.1",3
"1243","GCF_000270165.1",2
"1244","GCF_000270225.1",1
"1245","GCF_000270245.1",2
"1246","GCF_000270265.1",7
"1247","GCF_000270285.1",2
"1248","GCF_000270305.1",1
"1249","GCF_000270365.1",15
"1250","GCF_000270385.1",1
"1251","GCF_000270405.1",1
"1252","GCF_000270425.1",1
"1253","GCF_000270445.1",1
"1254","GCF_000270465.1",9
"1255","GCF_000271325.1",1
"1256","GCF_000271365.1",20
"1257","GCF_000271405.2",7
"1258","GCF_000271865.1",2
"1259","GCF_000271885.2",29
"1260","GCF_000271905.2",29
"1261","GCF_000271965.2",9
"1262","GCF_000271985.2",19
"1263","GCF_000272715.4",31
"1264","GCF_000272735.4",31
"1265","GCF_000272755.4",31
"1266","GCF_000272775.4",30
"1267","GCF_000272815.2",28
"1268","GCF_000272835.4",31
"1269","GCF_000272895.2",31
"1270","GCF_000276705.2",35
"1271","GCF_000276825.1",11
"1272","GCF_000277125.1",11
"1273","GCF_000277145.1",12
"1274","GCF_000277325.1",3
"1275","GCF_000277345.1",3
"1276","GCF_000277365.1",10
"1277","GCF_000277385.1",10
"1278","GCF_000277405.1",10
"1279","GCF_000277425.1",10
"1280","GCF_000277715.1",0
"1281","GCF_000277735.2",15
"1282","GCF_000277755.1",0
"1283","GCF_000277775.2",7
"1284","GCF_000277895.2",3
"1285","GCF_000279165.1",8
"1286","GCF_000280315.2",28
"1287","GCF_000280865.2",7
"1288","GCF_000280925.3",2
"1289","GCF_000281175.1",0
"1290","GCF_000281195.1",10
"1291","GCF_000281215.1",11
"1292","GCF_000281435.2",31
"1293","GCF_000281535.2",31
"1294","GCF_000282715.1",3
"1295","GCF_000283275.1",1
"1296","GCF_000283295.1",11
"1297","GCF_000283475.1",6
"1298","GCF_000283515.1",1
"1299","GCF_000283535.1",3
"1300","GCF_000283615.1",1
"1301","GCF_000283655.1",1
"1302","GCF_000283675.1",7
"1303","GCF_000283695.1",8
"1304","GCF_000283715.1",29
"1305","GCF_000283755.1",1
"1306","GCF_000283875.1",11
"1307","GCF_000283975.1",1
"1308","GCF_000284015.1",0
"1309","GCF_000284035.1",8
"1310","GCF_000284095.1",0
"1311","GCF_000284115.1",0
"1312","GCF_000284135.1",7
"1313","GCF_000284215.1",7
"1314","GCF_000284235.1",1
"1315","GCF_000284255.1",4
"1316","GCF_000284275.1",3
"1317","GCF_000284295.1",2
"1318","GCF_000284355.1",1
"1319","GCF_000284375.1",2
"1320","GCF_000284395.1",8
"1321","GCF_000284415.1",2
"1322","GCF_000284455.1",7
"1323","GCF_000284475.1",2
"1324","GCF_000284495.1",29
"1325","GCF_000284515.1",1
"1326","GCF_000284535.1",23
"1327","GCF_000284555.1",20
"1328","GCF_000284575.1",2
"1329","GCF_000284595.1",8
"1330","GCF_000284615.1",3
"1331","GCF_000284635.1",0
"1332","GCF_000285655.3",33
"1333","GCF_000286275.1",22
"1334","GCF_000286435.2",14
"1335","GCF_000286675.1",1
"1336","GCF_000286695.1",1
"1337","GCF_000286715.1",1
"1338","GCF_000286735.1",1
"1339","GCF_000286755.1",1
"1340","GCF_000286775.1",1
"1341","GCF_000286795.1",1
"1342","GCF_000286815.1",1
"1343","GCF_000287215.2",4
"1344","GCF_000292405.1",2
"1345","GCF_000292415.1",5
"1346","GCF_000292445.1",2
"1347","GCF_000292485.1",2
"1348","GCF_000292505.1",2
"1349","GCF_000293765.1",16
"1350","GCF_000293885.2",10
"1351","GCF_000294365.1",27
"1352","GCF_000294495.1",3
"1353","GCF_000294515.1",3
"1354","GCF_000294535.1",12
"1355","GCF_000294635.1",7
"1356","GCF_000294715.1",2
"1357","GCF_000294775.2",7
"1358","GCF_000295655.1",3
"1359","GCF_000295695.2",9
"1360","GCF_000296215.2",2
"1361","GCF_000296575.1",2
"1362","GCF_000296595.1",22
"1363","GCF_000296715.2",10
"1364","GCF_000297055.2",1
"1365","GCF_000297075.2",8
"1366","GCF_000297155.3",3
"1367","GCF_000298095.1",11
"1368","GCF_000298415.1",1
"1369","GCF_000298435.2",1
"1370","GCF_000298475.2",1
"1371","GCF_000298495.2",1
"1372","GCF_000298515.2",1
"1373","GCF_000298555.2",1
"1374","GCF_000299015.1",8
"1375","GCF_000299135.1",2
"1376","GCF_000299235.1",0
"1377","GCF_000299255.1",34
"1378","GCF_000299335.2",2
"1379","GCF_000299355.1",2
"1380","GCF_000299455.1",34
"1381","GCF_000299475.1",32
"1382","GCF_000299555.2",6
"1383","GCF_000299955.1",0
"1384","GCF_000300005.1",3
"1385","GCF_000300045.1",1
"1386","GCF_000300095.1",4
"1387","GCF_000300435.2",5
"1388","GCF_000300455.3",24
"1389","GCF_000300475.1",6
"1390","GCF_000302515.1",2
"1391","GCF_000302535.1",5
"1392","GCF_000302555.5",8
"1393","GCF_000302575.1",14
"1394","GCF_000304215.1",2
"1395","GCF_000304315.1",0
"1396","GCF_000304375.1",8
"1397","GCF_000304415.1",3
"1398","GCF_000304495.1",2
"1399","GCF_000304515.1",2
"1400","GCF_000304535.1",2
"1401","GCF_000304735.1",1
"1402","GCF_000305335.2",2
"1403","GCF_000305775.1",1
"1404","GCF_000305785.2",1
"1405","GCF_000305815.1",1
"1406","GCF_000306745.1",7
"1407","GCF_000306785.1",2
"1408","GCF_000306805.1",2
"1409","GCF_000306825.1",0
"1410","GCF_000306845.1",7
"1411","GCF_000306865.1",7
"1412","GCF_000306905.1",8
"1413","GCF_000306945.1",9
"1414","GCF_000306985.1",8
"1415","GCF_000307005.1",8
"1416","GCF_000307025.1",8
"1417","GCF_000307045.1",8
"1418","GCF_000307065.1",8
"1419","GCF_000307085.1",8
"1420","GCF_000307105.1",0
"1421","GCF_000307125.1",1
"1422","GCF_000307165.1",1
"1423","GCF_000307185.1",5
"1424","GCF_000307535.1",4
"1425","GCF_000307615.1",8
"1426","GCF_000307795.1",11
"1427","GCF_000307815.1",9
"1428","GCF_000307835.1",10
"1429","GCF_000310065.1",0
"1430","GCF_000310085.1",0
"1431","GCF_000311765.1",1
"1432","GCF_000312685.1",1
"1433","GCF_000313385.1",1
"1434","GCF_000315955.1",11
"1435","GCF_000316175.1",9
"1436","GCF_000316515.1",0
"1437","GCF_000316685.1",2
"1438","GCF_000317025.1",0
"1439","GCF_000317045.1",2
"1440","GCF_000317065.1",0
"1441","GCF_000317305.3",8
"1442","GCF_000317475.1",0
"1443","GCF_000317515.1",3
"1444","GCF_000317575.1",0
"1445","GCF_000317615.1",0
"1446","GCF_000317695.1",2
"1447","GCF_000317835.1",0
"1448","GCF_000317855.1",5
"1449","GCF_000317875.1",10
"1450","GCF_000317895.1",0
"1451","GCF_000317915.1",9
"1452","GCF_000317935.1",8
"1453","GCF_000317955.1",9
"1454","GCF_000318015.1",9
"1455","GCF_000318055.1",8
"1456","GCF_000318525.1",2
"1457","GCF_000318565.1",2
"1458","GCF_000318645.1",2
"1459","GCF_000318765.1",2
"1460","GCF_000318785.1",2
"1461","GCF_000318825.1",2
"1462","GCF_000318845.1",2
"1463","GCF_000318865.1",2
"1464","GCF_000318885.1",2
"1465","GCF_000318905.1",2
"1466","GCF_000318925.1",2
"1467","GCF_000318985.1",2
"1468","GCF_000319105.1",2
"1469","GCF_000319475.1",7
"1470","GCF_000319655.2",1
"1471","GCF_000319675.2",1
"1472","GCF_000320385.2",4
"1473","GCF_000321395.1",17
"1474","GCF_000321415.2",1
"1475","GCF_000325705.1",1
"1476","GCF_000325725.1",14
"1477","GCF_000327045.1",1
"1478","GCF_000327065.1",9
"1479","GCF_000328405.1",6
"1480","GCF_000328565.1",8
"1481","GCF_000328705.1",5
"1482","GCF_000328765.2",1
"1483","GCF_000329365.2",28
"1484","GCF_000330485.2",28
"1485","GCF_000330865.1",15
"1486","GCF_000330885.1",1
"1487","GCF_000331085.3",1
"1488","GCF_000331165.2",11
"1489","GCF_000331185.2",7
"1490","GCF_000331445.1",15
"1491","GCF_000331695.1",4
"1492","GCF_000331715.1",1
"1493","GCF_000331735.1",1
"1494","GCF_000332755.1",29
"1495","GCF_000333835.2",10
"1496","GCF_000334515.1",28
"1497","GCF_000334875.3",2
"1498","GCF_000335875.2",29
"1499","GCF_000335995.2",27
"1500","GCF_000336405.1",11
"1501","GCF_000336425.1",16
"1502","GCF_000336445.1",2
"1503","GCF_000336465.1",9
"1504","GCF_000338095.1",3
"1505","GCF_000338115.2",0
"1506","GCF_000338715.2",14
"1507","GCF_000338735.1",18
"1508","GCF_000339015.1",23
"1509","GCF_000340435.2",12
"1510","GCF_000340785.1",7
"1511","GCF_000340845.1",8
"1512","GCF_000340885.1",3
"1513","GCF_000341345.1",0
"1514","GCF_000341355.1",3
"1515","GCF_000341385.1",1
"1516","GCF_000341425.1",29
"1517","GCF_000341465.2",3
"1518","GCF_000341485.2",3
"1519","GCF_000341665.1",7
"1520","GCF_000341875.1",8
"1521","GCF_000344335.2",8
"1522","GCF_000344355.2",8
"1523","GCF_000344475.3",8
"1524","GCF_000344575.1",1
"1525","GCF_000344745.1",17
"1526","GCF_000344765.1",6
"1527","GCF_000344785.1",0
"1528","GCF_000344805.1",2
"1529","GCF_000346065.1",4
"1530","GCF_000346225.2",10
"1531","GCF_000347595.1",6
"1532","GCF_000347615.1",7
"1533","GCF_000347635.1",0
"1534","GCF_000347675.2",1
"1535","GCF_000347695.1",3
"1536","GCF_000348565.1",11
"1537","GCF_000348585.1",3
"1538","GCF_000348745.1",0
"1539","GCF_000348785.1",0
"1540","GCF_000348865.1",10
"1541","GCF_000348885.1",10
"1542","GCF_000349225.1",3
"1543","GCF_000349765.2",1
"1544","GCF_000349785.2",1
"1545","GCF_000349795.1",18
"1546","GCF_000349845.1",9
"1547","GCF_000349925.2",4
"1548","GCF_000349945.1",6
"1549","GCF_000349975.1",0
"1550","GCF_000350205.1",15
"1551","GCF_000354175.2",7
"1552","GCF_000355675.1",0
"1553","GCF_000355695.1",0
"1554","GCF_000355765.4",0
"1555","GCF_000359505.1",19
"1556","GCF_000359525.1",7
"1557","GCF_000359625.1",0
"1558","GCF_000364165.2",0
"1559","GCF_000364205.2",2
"1560","GCF_000364385.3",33
"1561","GCF_000364445.2",0
"1562","GCF_000364765.1",2
"1563","GCF_000364785.1",2
"1564","GCF_000364805.1",6
"1565","GCF_000367205.1",1
"1566","GCF_000367425.1",26
"1567","GCF_000376545.2",1
"1568","GCF_000376645.1",4
"1569","GCF_000376705.1",2
"1570","GCF_000380335.1",8
"1571","GCF_000380365.1",7
"1572","GCF_000382585.2",12
"1573","GCF_000382905.1",1
"1574","GCF_000382965.1",23
"1575","GCF_000382985.1",22
"1576","GCF_000383005.1",22
"1577","GCF_000385525.1",6
"1578","GCF_000385905.1",26
"1579","GCF_000385925.1",3
"1580","GCF_000385945.1",5
"1581","GCF_000387745.2",1
"1582","GCF_000389965.1",1
"1583","GCF_000390085.1",10
"1584","GCF_000390245.1",4
"1585","GCF_000391485.2",11
"1586","GCF_000392455.3",10
"1587","GCF_000392475.3",10
"1588","GCF_000392485.3",0
"1589","GCF_000392515.3",10
"1590","GCF_000392535.3",10
"1591","GCF_000397165.1",0
"1592","GCF_000397205.1",10
"1593","GCF_000400615.1",15
"1594","GCF_000400635.2",4
"1595","GCF_000401175.1",0
"1596","GCF_000401555.1",5
"1597","GCF_000401735.2",3
"1598","GCF_000402035.1",3
"1599","GCF_000403575.2",3
"1600","GCF_000404145.1",1
"1601","GCF_000404185.1",1
"1602","GCF_000404245.1",7
"1603","GCF_000406765.2",27
"1604","GCF_000408885.1",9
"1605","GCF_000410575.1",13
"1606","GCF_000410995.1",2
"1607","GCF_000412205.1",0
"1608","GCF_000412265.2",5
"1609","GCF_000412675.1",10
"1610","GCF_000412695.1",9
"1611","GCF_000412775.1",24
"1612","GCF_000414035.1",19
"1613","GCF_000414215.1",3
"1614","GCF_000417225.2",29
"1615","GCF_000417265.2",28
"1616","GCF_000418305.1",0
"1617","GCF_000418325.1",2
"1618","GCF_000418345.1",25
"1619","GCF_000418365.1",0
"1620","GCF_000418535.1",11
"1621","GCF_000419385.1",14
"1622","GCF_000419405.1",13
"1623","GCF_000419425.1",14
"1624","GCF_000422045.1",4
"1625","GCF_000422085.1",14
"1626","GCF_000422125.1",15
"1627","GCF_000422145.1",1
"1628","GCF_000427035.1",3
"1629","GCF_000427075.1",2
"1630","GCF_000427275.1",1
"1631","GCF_000430085.2",29
"1632","GCF_000430105.1",30
"1633","GCF_000430125.1",31
"1634","GCF_000430145.2",32
"1635","GCF_000430165.1",28
"1636","GCF_000430385.1",7
"1637","GCF_000430405.1",6
"1638","GCF_000430425.1",6
"1639","GCF_000430465.3",4
"1640","GCF_000438585.1",8
"1641","GCF_000438605.1",8
"1642","GCF_000438625.1",8
"1643","GCF_000438645.1",8
"1644","GCF_000438665.2",8
"1645","GCF_000438685.2",9
"1646","GCF_000438705.2",8
"1647","GCF_000438725.2",8
"1648","GCF_000438745.2",8
"1649","GCF_000438825.1",15
"1650","GCF_000439255.1",27
"1651","GCF_000439295.2",10
"1652","GCF_000439415.2",29
"1653","GCF_000439495.1",0
"1654","GCF_000439535.1",0
"1655","GCF_000439575.1",0
"1656","GCF_000439595.1",0
"1657","GCF_000439695.1",7
"1658","GCF_000439735.1",1
"1659","GCF_000439915.2",0
"1660","GCF_000441535.1",3
"1661","GCF_000441585.1",2
"1662","GCF_000441615.1",2
"1663","GCF_000441635.1",3
"1664","GCF_000441655.1",2
"1665","GCF_000441675.1",2
"1666","GCF_000441695.1",2
"1667","GCF_000441715.1",3
"1668","GCF_000441735.1",3
"1669","GCF_000441755.1",2
"1670","GCF_000441775.1",3
"1671","GCF_000441795.1",2
"1672","GCF_000441815.1",2
"1673","GCF_000442415.1",30
"1674","GCF_000442435.1",4
"1675","GCF_000442645.1",0
"1676","GCF_000444405.1",14
"1677","GCF_000444425.1",13
"1678","GCF_000444875.1",3
"1679","GCF_000444995.1",0
"1680","GCF_000445015.1",1
"1681","GCF_000445035.1",7
"1682","GCF_000445995.2",1
"1683","GCF_000448685.2",1
"1684","GCF_000452385.2",23
"1685","GCF_000452445.2",8
"1686","GCF_000452525.3",9
"1687","GCF_000452565.2",9
"1688","GCF_000452605.2",8
"1689","GCF_000452705.1",9
"1690","GCF_000452745.2",9
"1691","GCF_000454025.1",3
